name,url,price,Tốc độ CPU,CPU,Tốc độ BUS,Loại CPU,Tốc độ tối đa,Hãng CPU,Bộ nhớ đệm,Tên đầy đủ (CPU),Số luồng,Số lõi,RAM,Loại RAM,Số khe cắm rời,Tốc độ RAM,Dung lượng nâng cấp tối đa,Số RAM onboard,Tên đầy đủ (RAM),Số khe RAM còn lại,Màn hình cảm ứng,Công nghệ màn hình,Màn hình,Độ phân giải,Tần số quét,Loại cảm ứng,Tấm nền,Tên đầy đủ (Màn hình),Độ tương phản,Độ sáng,Tỷ lệ màn hình,Độ phủ màu,Kiểu màn hình,Card đồ họa,Card rời,Có Card rời,Có Card onbroad,Hãng (Card onbroad),Model (Card onbroad),Model (Card rời),Xung nhịp tối đa (Card onbroad),Xung nhịp (Card onbroad),Đồ họa,Xung nhịp (Card rời),Xung nhịp tối đa (Card rời),Card onbroad,Bộ nhớ đồ họa (Card rời),Kiểu bộ nhớ,Hãng (Card rời),Tên đầy đủ (Card rời),Tổng số khe cắm SSD/HDD,Tốc độ đọc/ghi,Tốc độ quay HDD,Có SSD,Số khe SSD/HDD còn lại,Dung Lượng HDD,Ổ cứng,Dung lượng SSD,Kiểu HDD,Chuẩn M2,Kiểu SSD,Có HDD,Hỗ trợ công nghệ Optane,Khe đọc thẻ nhớ,Bluetooth,Số cổng Gigabit Ethernet,Số cổng HDMI,Số cổng VGA,Wireless,Số cổng Type-C,Số cổng USB 2.0,Webcame,Số cổng 3.5 mm headphone/speaker jack,Số cổng DC-in jack,Số cổng USB 3.0,Số cổng Thunderbolt,Số cổng Card reader,Senser,Công nghệ âm thanh,Số Loa,Nhận diện khuôn mặt,Mở khóa vân tay (Finger Print),Mật khẩu,Ổ đĩa quang,Loại ổ đĩa quang,Bàn phím số,Công nghệ đèn bàn phím,Kiểu bàn phím,TouchPad,Loại đèn bàn phím,Màu đèn LED,PIN có thể tháo rời,Loại PIN,PIN (Cell),Power Supply,Type,Version,Hệ điều hành,Chất liệu mặt bên ngoài cùng,Chất liệu khung màn hình,Width (mm),Tản nhiệt,Height (mm),Bản lề (Hinge / Kickstand),Trọng lượng (kg),Chất liệu mặt lưng,Kích thước (mm),Chất liệu mặt bàn phím + kê tay,Model Series,PN,Thời gian bảo hành,Xuất xứ,Năm ra mắt,Phụ kiện kèm theo (bút / bàn phím/ cáp chuyển…)
Lenovo ideapad Slim 5 15IIL05 i5 1035G1/81YK004WVN,lenovo-ideapad-5-15iil05-i5-1035g1-256gb,14990000.0,1.00 GHz,Core i5,4 GT/s,1035G1,3.60 GHz,Intel,6 MB Smart Cache,Intel Core i5-1035G1,8,4,8 GB,DDR4,0,3200 MHz,Không,1,8 GB DDR4 3200 MHz,0,Không,LED-backlit,"15.6""",1920 x 1080 Pixel,60 Hz,Không,IPS,"15.6"" LED-backlit",Đang cập nhật,300 nits,16:09,45% NTSC,LED,Intel UHD Graphics,Không,Không,Có,Intel,UHD,Không,1050 MHz,300 MHz,Intel UHD Graphics,Không,Không,UHD Graphics,Không,Không,Không,Không,2,Đang cập nhật,Không,Có,1,Không,SSD 256 GB,256 GB,Không,2242,M2. PCIe,Không,Có,"4-in-1 media reader (MMC, SD, SDHC, SDXC)",v5.0,0,1,0,802.11 ac,1,0,HD Web Camera,1,1,2,0,1,Không,Dolby Audio,2,Không,Có,Không,Không,Không,Có,Đơn sắc,"6-row, multimedia Fn keys, numeric keypad",Buttonless Mylar surface multi-touch touchpad,LED,White,Không,Lithium-ion,3 Cell,65 W,64 bit,Home,Windows 10,Nhôm,ABS plastic,356.67,Đang cập nhật,17.9,Đang cập nhật,1.66,ABS plastic,233.13,ABS plastic,Lenovo IdeaPad,81YK004WVN,24 Tháng,Trung Quốc,2020,"Sạc, Sách HDSD"
Asus Vivobook A412FA-EK1178T/i3-10110U,asus-vivobook-a412fa-ek1178t-i3-10110u,12490000.0,2.10 GHz,Core i3,Đang cập nhật,10110U,4.10 GHz,Intel,4 MB Cache,Intel Core i3-10110U,4,2,4 GB,DDR4,1,2666 MHz,20 GB,1,4 GB DDR4 2666 MHz,1,Không,Anti-glare LED-backlit,"14.0""",1920 x 1080 Pixel,60 Hz,Không,TN,"14.0"" Anti-glare LED-backlit",Đang cập nhật,200 nits,16:09,45% NTSC,LED,Intel UHD Graphics,Không,Không,Có,Intel,UHD,Không,1050 MHz,Đang cập nhật,Intel UHD Graphics,Không,Đang cập nhật,UHD Graphics,Không,Không,Không,Không,1,Đang cập nhật,Không,Có,0,Không,SSD 512 GB,512 GB,SATA 3,2280,M2. PCIe,Không,Không,MicroSD,v4.2,0,1,0,802.11 ac,1,2,HD Web Camera,1,1,1,0,1,FingerPrint,ASUS SonicMaster stereo,2,Không,Có,Có,Không,Không,Không,Không,Chiclet Keyboard,Hỗ trợ cử chỉ đa cảm ứng,Không,Không,Không,Lithium-ion,2 Cell,45 W,64 bit,Home,Windows 10,Nhựa,Nhựa,322,1 quạt,19.5,Ergolift,1.5,Nhựa,212,Nhựa,Asus VivoBook,90NB0L91-M17610,24 Tháng,Trung Quốc,2020,"Sạc, sách HDSD, chuột"
HP Envy x360 13 ay0067AU R5 4500U/171N1PA,hp-envy-x360-13-ay0067au-r5-4500u,22990000.0,2.30 GHz,Ryzen™ 5,Đang cập nhật,4500U,4.00 GHz,AMD,3 MB Cache,AMD Ryzen 5-4500U,6,6,8 GB,DDR4,0,3200 MHz,Không,1,8 GB DDR4 3200 MHz,0,Có,FHD Touch,"13.3""",1920 x 1080 Pixels,60 Hz,Đa điểm,IPS,"13.3"" BrightView WLED-backlit",Đang cập nhật,300 nits,16:09,72% NTSC,LED,AMD Radeon Graphics Vega 6,Không,Không,Có,AMD,Vega 6,Không,1500 MHz,Đang cập nhật,AMD Radeon Graphics Vega 6,Không,Đang cập nhật,Radeon Graphics,Không,Không,Không,Không,1,3000 Mb/s,Không,Có,0,Không,SSD 256 GB,256 GB,Không,2280,M2. PCIe,Không,Không,microSD media card reader,v5.0,0,0,0,802.11 ac,1,0,720p FaceTime HD camera,1,1,2,0,1,Không,Đang cập nhật,Đang cập nhật,Không,Có,Có,Không,Không,Không,Không,QWERTY,Multi-touch touchpad,Không,Không,Không,"Lithium-Polymer, Liền",3 Cell,65 W,Đang cập nhật,Home,Windows 10 Home,Nhôm,Kính,306.5,Đang cập nhật,16.4,Hinge,1.32kg,Nhôm,194.6,Nhôm,HP Envy,171N1PA,12 Tháng,Trung Quốc,2020,"Sạc, Sách HDSD"
Acer Aspire 3 A315-23G-R33Y/R5-3500U/NX.HVSSV.001,acer-aspire-3-a315-23g-r33y-r5-3500u,12490000.0,2.1GHz,Ryzen 5,Đang cập nhật,3500U,3.7GHz,AMD,4 MB L3 Cache,AMD Ryzen 5-3500U,8,4,8 GB,DDR4,1,2400 MHz,12 GB,1,8 GB DDR4 2400 MHz,0,Không,Acer ComfyView LED-backlit,"15.6""",1920 x 1080 Pixel,60 Hz,Không,TN,"15.6"" Acer ComfyView LED-backlit",Đang cập nhật,Đang cập nhật,Đang cập nhật,45% NTSC,LED,Radeon 625 2GB,Radeon Series,Có,Có,AMD,Vega 8,625,Đang cập nhật,Đang cập nhật,AMD Radeon Graphics Vega 8,Đang cập nhật,Đang cập nhật,Radeon Graphics,2 GB,GDDR5,AMD,AMD Radeon 625 2 GB,2,Đang cập nhật,Không,Có,1,Không,SSD 512 GB,512 GB,Không,Đang cập nhật,M2. PCIe,Không,Có,Không,v4.2,1,1,0,802.11 a/b/g/n/ac,0,1,480p FaceTime camera,1,1,2,0,0,Không,Đang cập nhật,2,Không,Không,Có,Không,Không,Có,Không,Đang cập nhật,Đang cập nhật,Không,Không,Không,"Lithium-Ion, Liền",2 Cells,Đang cập nhật,64 bit,Home,Windows 10 Home,Nhựa,Nhựa,363.4,Đang cập nhật,19.9,Bản lề mở 180 độ,1.7kg,Nhựa,250.2,Nhựa,Acer Aspire,NX.HVSSV.001,12 Tháng,Trung Quốc,2018,"sạc, sách HDSD"
Lenovo IdeaPad Flex 5 14ARE05 R7 4700U/81X2008YVN,lenovo-ideapad-flex-5-14are05-r7-4700u,17790000.0,2.00 GHz,Ryzen™ 7,Đang cập nhật,4700U,4.10 GHz,AMD,8 MB Cache,AMD Ryzen 7-4700H,8,8,8 GB,DDR4,0,3200 MHz,Không,1,8 GB DDR4 3200 MHz,0,Có,FHD Touch,"14""",1920 x 1080 Pixel,60 Hz,Đang cập nhật,TN,"14.0"" LED-backlit",Đang cập nhật,220 nits,16:09,45% NTSC,LED,AMD Radeon Graphics Vega 6,Không,Không,Có,AMD,Vega 6,Không,1500 MHz,Đang cập nhật,AMD Radeon Graphics Vega 6,Đang cập nhật,Không,Radeon Graphics,Không,Không,Không,Không,1,Đang cập nhật,Không,Có,0,Không,SSD 512 GB,512 GB,Không,2242,M2. PCIe,Không,Không,"(MMC, SD, SDHC, SDXC)",v5.0,0,1,0,802.11 ac,1,0,720p FaceTime HD camera,1,1,2,0,1,Không,Realtek High Definition Audio,1,Không,Có,Có,Không,Không,Không,Đơn sắc,"6-row, multimedia Fn keys",Multi-touch touchpad,LED,White,Không,"Lithium-Ion, Liền",3 Cell - 52.5WH,65 W,64 bit,Home Single Language English,Windows 10 Home SL 64,Nhựa,ABS plastic,321.57,Đang cập nhật,17.9,Đang cập nhật,1.5,ABS plastic,217.5,ABS plastic,Lenovo IdeaPad,81X2008YVN,24 Tháng,Trung Quốc,2020,"Sạc, Sách HDSD, Bút cảm ứng"
Asus Vivobook X509JA-EJ371T/i3-1005G1,asus-vivobook-x509ja-ej371t-i3-1005g1,11090000.0,1.2 GHz,Core i3,2666 MHz,1005G1,3.4 GHz,Intel,4 MB Cache,Intel Core i3-1005G1,,,4 GB,DDR4,1,2666 MHz,20 GB,1,4 GB DDR4 2666 MHz,1,Không,Anti - Glare,"15.6""",1920 x 1080 Pixels,60 Hz,Không,Đang cập nhật,"15.6"" Anti-glare LED-backlit",Đang cập nhật,200 nits,16:09,45% NTSC,LED,Intel UHD Graphics,Không,Không,Có,Intel,620,Không,Đang cập nhật,Đang cập nhật,Intel UHD Graphics 620,Không,Đang cập nhật,UHD Graphics,Không,Không,Không,Không,1,Đang cập nhật,Không,Có,1,Không,SSD 512 GB,512 GB,Không,2280,M2. PCIe,Không,Đang cập nhật,Micro SD,v4.1,0,1,0,Wi-Fi 5(802.11ac),1,1,Không,1,0,1,0,1,Không,ASUS SonicMaster stereo,Đang cập nhật,Không,Có,Không,Không,Không,Có,Không,Chiclet Keyboard,Đang cập nhật,Không,Không,Không,"Lithium-Ion, Liền",2 Cells,,64 bit,Home,Windows 10,Vỏ nhựa,Nhựa,360,Đang cập nhật,22.9,Ergolift,1.90 kg,Nhựa,235,Nhựa,Asus VivoBook,X509JA-EJ371T,24 Tháng,Trung Quốc,2020,"sạc, sách HDSD"
Asus Vivobook X509JA-EJ247T/i3-1005G1,asus-vivobook-x509ja-ej247t-i3-1005g1,11690000.0,1.2GHz,Core i3,2666 MHz,1005G1,3.4GHz,Intel,4 MB Cache,Intel Core i3-1005G1,4,2,8 GB,DDR4,1,2666 MHz,20 GB,1,8 GB DDR4 2666 MHz,0,Không,Anti - Glare,"15.6""",1920 x 1080 Pixels,60 Hz,Không,TN,"15.6"" Anti-glare LED-backlit",Đang cập nhật,200 nits,16:09,45% NTSC,LED,Intel UHD Graphics 620,Không,Không,Có,Intel,620,Không,Đang cập nhật,Đang cập nhật,Intel UHD Graphics 620,Không,Đang cập nhật,UHD Graphics,Không,Không,Không,Không,1,Đang cập nhật,Không,Có,1,Không,SSD 512 GB,512 GB,Không,2280,M2. PCIe,Không,Đang cập nhật,Micro SD,v4.1,0,1,0,Wi-Fi 5(802.11ac),1,1,HD Web Camera,1,1,1,0,1,Không,ASUS SonicMaster stereo,Đang cập nhật,Không,Có,Không,Không,Không,Có,Không,Chiclet Keyboard,Đang cập nhật,Không,Không,Không,"Lithium-Ion, Liền",2 Cells,33 W,64 bit,Home,Windows 10,Vỏ nhựa,Nhựa,360,Đang cập nhật,22.9,Ergolift,1.90 kg,Nhựa,235,Nhựa,Asus VivoBook,X509JA-EJ247T,24 Tháng,Trung Quốc,2020,"sạc, sách HDSD"
Asus Strix G512-IAL013T/I5-10300H,asus-strix-g512-ial013t-i5-10300h,24490000.0,2.50 GHz,Core i5,Đang cập nhật,10300H,4.50 GHz,Intel,8 MB L3 Cache,Intel Core i5-10300H,8,4,8 GB,DDR4,2,3200 MHz,32 GB,0,8 GB LPDDR4X 3200 MHz,1,Không,Anti-glare LED-backlit,"15.6""",1920 x 1080 Pixel,144 Hz,Không,IPS,"15.6"" LED-backlit",Đang cập nhật,250 nits,Đang cập nhật,Đang cập nhật,LED,GeForce GTX 1650 Ti 4GB,GeForce Series,Có,Có,Intel,630,GTX 1650Ti,Đang cập nhật,Đang cập nhật,Intel HD Graphics 630,Đang cập nhật,Đang cập nhật,UHD Graphics,4 GB,GDDR6,NVIDIA,NVIDIA GeForce GTX 1650Ti 4 GB,3,Đang cập nhật,Không,Có,2,Không,SSD 512 GB,512 GB,Không,Đang cập nhật,M2. PCIe,Không,Đang cập nhật,Không,v5.0,1,1,0,802.11 ax,1,0,Không,1,0,3,0,0,Không,Đang cập nhật,2,Không,Không,Không,Không,Không,Có,SRGB,Backlit Chiclet Keyboard,Đang cập nhật,LED,Đang cập nhật,Không,Lithium-Polymer,3 Cell,150 W,64 bit,Home,Windows 10,Vỏ nhựa,Nhựa,360,Đang cập nhật,21.7,Đang cập nhật,2.39,Nhựa,275,Nhựa,Asus ROG,G512-IAL013T,24 Tháng,Trung Quốc,2020,"Sạc, sách HDSD"
ASUS Expertbook B9450FA-BM0616R/ i7-10510U,asus-expertbook-b9450fa-bm0616r-i7-10510u,49990000.0,1.80 GHz,Core i7,2133 MHz,10510U,4.90 GHz,Intel,8 MB Cache,Intel Core i7-10510U,8,4,16 GB,LPDDR3,Đang cập nhật,2133 MHz,16 GB,2,16 GB LPDDR3 2133 MHz,Đang cập nhật,Không,IPS FHD,"14.0""",1920 x 1080 Pixels,Đang cập nhật,Không,IPS,"14.0"" Anti-glare LED-backlit",Đang cập nhật,300 nits,16:09,100% sRGB,LED,Intel HD Graphics 620,Không,Không,Có,Intel,620,Không,Đang cập nhật,Đang cập nhật,Intel HD Graphics 620,Không,Không,HD Graphics,Không,Không,Không,Không,Đang cập nhật,3500 Mb/s,Không,Có,Đang cập nhật,Không,SSD 1 TB,1 TB,Không,Đang cập nhật,M2. PCIe,Không,Có,Không,v5.0,0,1,0,Wifi 6 (802.11ax),2,0,720p FaceTime HD camera,1,0,1,2,0,Không,Harman Kardon speakers,2,Không,Có,Có,Không,Không,Không,Đơn sắc,Đang cập nhật,Hỗ trợ cử chỉ đa cảm ứng,LED,White,Không,"Lithium-Polymer, Liền",4 Cells,65 W,64 bit,Pro,Windows 10 Pro,Đang cập nhật,Đang cập nhật,320,Đang cập nhật,14.9,Đang cập nhật,0.996 kg,Đang cập nhật,203,Đang cập nhật,Asus ExpertBook,B9450FA-BM0616R,24 Tháng,Trung Quốc,2020,"Sạc, Sách HDSD, Túi"
ASUS Expertbook B9450FA-BM0324T i5-10210U,asus-expertbook-b9450fa-bm0324t-i5-10210u,37990000.0,1.60 GHz,Core i5,2133 MHz,10210U,4.20 GHz,Intel,6 MB SmartCache,,,,8 GB,LPDDR3,,2133 MHz,8 GB,,,,Không,IPS FHD,"14.0""",1920 x 1080 Pixels,,,,,,,,,,Intel HD Graphics,,Không,Không,,,,,,,,,,,,,,,,,Không,,,,,,,,Không,,Không,,,,,Wifi 6 (802.11ax),,,720p FaceTime HD camera,,,,,,,,,Không,Có,Không,Không,,Không,,,,,,Không,"Lithium-Polymer, Liền",4 Cells,,,,Windows 10 Home,,,,,,,0.996 kg,,,,Không,B9450FA-BM0324T,24 Tháng,Trung Quốc,,"Sạc, Sách HDSD, Túi"
Lenovo ThinkBook 15-IIL/i5-1035G1,lenovo-thinkbook-15-iil-i5-1035g1,17290000.0,1.00 GHz,Core i5,4 GT/s,1035G1,3.60 GHz,Intel,6 MB Smart Cache,Intel Core i5-1035G1,8,4,8 GB,DDR4,1,2666 MHz,32 GB,0,8 GB DDR4 2666 MHz,0,Không,LED-backlit,"15.6""",1920 x 1080 Pixel,60 Hz,Không,TN,"15.6"" LED-backlit",Đang cập nhật,220 nits,Đang cập nhật,45% NTSC,LED,Radeon 630 2GB,Radeon Series,Có,Có,Intel,UHD,630,1050 MHz,300 MHz,Intel UHD Graphics,Đang cập nhật,Đang cập nhật,UHD Graphics,2 GB,Đang cập nhật,AMD,AMD Radeon 630 2 GB,Đang cập nhật,Đang cập nhật,Không,Có,Đang cập nhật,Không,SSD 512 GB,512 GB,Không,Đang cập nhật,M2. PCIe,Không,Có,"4-in-1 media reader (MMC, SD, SDHC, SDXC)",v5.0,1,1,0,802.11 ac,2,Đang cập nhật,Không,1,1,2,0,1,Không,Harman Kardon speakers,Đang cập nhật,Không,Có,Không,Không,Không,Có,Không,Full-size,Multi-touch touchpad,Không,Không,Không,Lithium-Polymer,3 Cell,65 W,64 bit,Home,Windows 10,Nhôm,ABS plastic,364,Đang cập nhật,18.9,Đang cập nhật,1.8,ABS plastic,245,ABS plastic,Lenovo ThinkBook,20SM009WVN,12 Tháng,Trung Quốc,2020,SẠC
Lenovo ThinkBook 14-IIL/i3-1005G1,lenovo-thinkbook-14-iil-i3-1005g1,12990000.0,1.20 GHz,Core i3,4 GT/s,1005G1,3.40 GHz,Intel,4 MB Smart Cache,Intel Core i3-1005G1,4,2,4 GB,DDR4,1,2666 MHz,32 GB,0,4 GB DDR4 2666 MHz,0,Không,LED-backlit,"14.0""",1920 x 1080 Pixel,60 Hz,Không,TN,"14.0"" LED-backlit",Đang cập nhật,220 nits,Đang cập nhật,Đang cập nhật,LED,Intel UHD Graphics,Không,Không,Có,Intel,UHD,Không,900 MHz,300 MHz,Intel UHD Graphics,Không,Không,UHD Graphics,Không,Không,Không,Không,2,Đang cập nhật,Không,Có,1,Không,SSD 512 GB,512 GB,Không,2242,M2. PCIe,Không,Có,"4-in-1 media reader (MMC, SD, SDHC, SDXC)",v5.0,1,1,0,802.11 ac,2,0,720p FaceTime HD camera,1,1,2,0,1,Không,Harman Kardon speakers,Đang cập nhật,Không,Có,Không,Không,Không,Không,Đang cập nhật,Full-size,Đang cập nhật,Đang cập nhật,Đang cập nhật,Không,Lithium-Polymer,3 Cell,Đang cập nhật,64 bit,Home,Windows 10,Nhôm,Nhôm,326,Đang cập nhật,17.9,Đang cập nhật,1.5,Nhôm,230,Nhôm,Lenovo ThinkBook,20SL00HNVN,12 Tháng,Trung Quốc,2020,SẠC
Lenovo ThinkBook 14-IIL/i5-1035G1,lenovo-thinkbook-14-iil-i5-1035g1,15790000.0,1.00 GHz,Core i5,4 GT/s,1035G1,3.60 GHz,Intel,6 MB Smart Cache,Intel Core i5-1035G1,8,4,8 GB,DDR4,1,2666 MHz,16 GB,0,8 GB DDR4 2666 MHz,0,Không,LED-backlit,"14.0""",1920 x 1080 Pixel,Đang cập nhật,Không,TN,"14.0"" LED-backlit",Đang cập nhật,220 nits,Đang cập nhật,Đang cập nhật,LED,Intel UHD Graphics,Không,Không,Có,Intel,UHD,Không,1050 MHz,300 MHz,Intel UHD Graphics,Không,Không,UHD Graphics,Không,Không,Không,Không,Đang cập nhật,Đang cập nhật,Không,Có,Đang cập nhật,Không,SSD 512 GB,512 GB,Không,2242,M2. PCIe,Không,Đang cập nhật,"4-in-1 media reader (MMC, SD, SDHC, SDXC)",v5.0,1,1,0,802.11 ac,2,Đang cập nhật,720p FaceTime HD camera,1,1,Đang cập nhật,0,1,FingerPrint,Dolby Audio,Đang cập nhật,Không,Có,Có,Không,Không,Không,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Không,Lithium-Polymer,3 Cell,65 W,64 bit,Home,Windows 10,Nhôm,Nhôm,326,Đang cập nhật,17.9,Đang cập nhật,1.5,Nhôm,230,Nhôm,Lenovo ThinkBook,20SL00HPVN,12 Tháng,Trung Quốc,2020,SẠC
Lenovo Ideapad S145 - 14API/R3 3200U,lenovo-ideapad-s145-14api-r3-3200u,9290000.0,2.6 Ghz,Ryzen 3,2400 MHz,3200U,3.5 Ghz,AMD,4 MB L3 Cache,AMD Ryzen 3-3200U,4,2,4 GB,DDR4,0,2400 MHz,12 GB,0,4 GB DDR4 1600 MHz,1,Không,FHD,"14.0""",1920 x 1080 Pixels,Đang cập nhật,Không,Đang cập nhật,"14.0"" Anti-glare LED Backlit Ultra Slim",Đang cập nhật,220 nits,16:09,45% NTSC,LED,Radeon Vega 3 Graphics,Không,Không,Không,AMD,Radeon,Không,Đang cập nhật,Đang cập nhật,AMD Radeon Graphics,Không,Đang cập nhật,Radeon Graphics,Không,Không,Không,Không,1,16 Gb/s,,Có,0,Không,SSD 256 GB,256 GB,Không,2242,M2. PCIe,Không,Không,"4 in 1 Media Reader (MMC, SD, SDHC, SDXC)",v4.2,0,1,0,802.11 ac,0,1,0.3 MP,1,0,2,0,1,Không,,2,Không,Không,Không,Không,,Không,Không,Chiclet Keyboard,Multi-touch touchpad,Không,Không,Không,"Lithium-Ion, Liền",2 Cells,30 W,,Đang cập nhật,Windows 10 Home,ABS plastic,Nhựa,327.1,Đang cập nhật,19,,1.6 kg,Nhựa,241,Đang cập nhật,Lenovo IdeaPad,81UV00A0VN,12 Tháng,Trung Quốc,2016,"Sạc, Sách HDSD"
HP Pavilion x360 14-dw0061TU/i3-1005G1,hp-pavilion-x360-14-dw0061tu-i3-1005g1,14790000.0,1.20 GHz,Core i3,4 GT/s,1005G1,3.40 GHz,Intel,4 MB Smart Cache,Intel Core i3-1005G1,4,2,4 GB,DDR4,1,3200 MHz,32 GB,0,4 GB DDR4 3200 MHz,1,Có,WLED-backlit,"14.0""",1920 x 1080 Pixel,60 Hz,Đa điểm,IPS,"14.0"" WLED-backlit",Đang cập nhật,250 nits,16:09,45% NTSC,LED,Intel UHD Graphics,Không,Không,Có,Intel,UHD,Không,900 MHz,300 MHz,Intel UHD Graphics,Không,Không,UHD Graphics,Không,Không,Không,Không,1,Đang cập nhật,Không,Có,0,Không,SSD 512 GB,512 GB,Không,Đang cập nhật,M2. PCIe,Không,Không,SD-card reader (Supports SD/SDHC/SDXC),v5.0,0,1,0,802.11 ax,1,1,HD Web Camera,1,1,1,0,1,FingerPrint,Audio by B&O,2,Không,Có,Có,Không,Không,Không,Không,Chiclet Keyboard,Multi-touch touchpad,Không,Không,Không,Lithium-ion,3 Cell,45 W,64 bit,Home Single Language,Windows 10,Nhựa,Nhựa,324,Đang cập nhật,19,Bản lề đôi mở 360 độ,1.65,Nhựa,Đang cập nhật,Nhựa,HP Pavilion,19D52PA,12 Tháng,Trung Quốc,2020,"Sạc, Sách HDSD, bút cảm ứng"
Asus Vivobook X509MA-BR272T/N4020,asus-vivobook-x509ma-br272t-n4020,6990000.0,1.1 GHz,Celeron,2400 MHz,N4020,2.8 GHz,Intel,4 MB Cache,,,,4 GB,DDR4,,2400 MHz,8 GB,,,,Không,Anti - Glare,"15.6""",1366 x 768 Pixels,,,,,,,,,,Intel UHD Graphics,,Không,Không,,,,,,,,,,,,,,,,,Không,,,,,,,,Không,,MicroSD,,,,,802.11 ac,,,Không,,,,,,,,,Không,Có,Không,Không,,Không,,,,,,Không,"Lithium-Ion, Liền",2 Cells,,,,Windows 10 Home,,,,,,,1.90 kg,,,,Không,X509MA-BR272T,24 Tháng,Trung Quốc,,"Sạc, sách HDSD, chuột"
Asus Vivobook TP412FA-EC599T/i3-10110U,asus-vivobook-tp412fa-ec599t-i3-10110u,12990000.0,2.10 GHz,Core i3,4 GT/s,10110U,4.10 GHz,Intel,4 MB Smart Cache,Intel Core i3-10110U,4,2,4 GB,DDR4,0,2400 MHz,Không,1,4 GB DDR4 2400 MHz,0,Có,LED-backlit,"14.0""",1920 x 1080 Pixel,60 Hz,Đang cập nhật,IPS,"14.0"" LED-backlit",Đang cập nhật,250 nits,16:09,45% NTSC,LED,Intel HD Graphics,Không,Không,Có,Intel,620,Không,1100 MHz,300 MHz,Intel UHD Graphics 620,Không,Không,UHD Graphics,Không,Không,Không,Không,1,Đang cập nhật,Không,Có,0,Không,SSD 512 GB,512 GB,Không,Đang cập nhật,M2. PCIe,Không,Đang cập nhật,NA,v4.2,0,1,0,802.11 ac,1,1,Không,Đang cập nhật,1,Đang cập nhật,0,1,Không,Đang cập nhật,Đang cập nhật,Không,Có,Có,Không,Không,Không,Không,Backlit Chiclet Keyboard,Đang cập nhật,Không,Không,Không,Lithium-Polymer,3 Cell,Đang cập nhật,64 bit,Home Single Language,Windows 10,Nhựa,Nhựa,327,Đang cập nhật,17.6,Ergolift,1.5,Nhựa,225,Nhựa,Asus VivoBook,TP412FA-EC599T,24 Tháng,Trung Quốc,2020,"Sạc, Sách HDSD"
Acer Aspire 3 A315 34 C38Y CDC N4020/NX.HE3SV.00G,acer-aspire-3-a315-34-c38y-cdc-n4020,6999000.0,1.10 GHz,Celeron,Đang cập nhật,N4020,2.80 GHz,Intel,4 MB Cache,Intel Celeron N4020,2,2,4 GB,DDR4,Đang cập nhật,2666 MHz,8 GB,Đang cập nhật,4 GB DDR4 2666 MHz,1,Không,Acer ComfyView LED-backlit,"15.6""",1280 x 720 Pixel,Đang cập nhật,Không,Đang cập nhật,"15.6"" Acer ComfyView LED-backlit",Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,LED,Card Onboard,Không,Không,Có,Intel,600,Không,650 MHz,200 MHz,Intel UHD Graphics 600,Không,Không,UHD Graphics,Không,Không,Không,Không,Đang cập nhật,Đang cập nhật,Không,Có,Đang cập nhật,Không,SSD 256 GB,256 GB,Không,Đang cập nhật,Đang cập nhật,Không,Đang cập nhật,Không,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,802.11 ac,Đang cập nhật,Đang cập nhật,VGA Web Camera,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Không,Đang cập nhật,Đang cập nhật,Không,Không,Không,Không,Đang cập nhật,Có,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Không,Không,Lithium-ion,2 Cell,Đang cập nhật,64 bit,Home,Windows 10,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,Đang cập nhật,1.7,Đang cập nhật,Đang cập nhật,Đang cập nhật,Acer Aspire,NX.HE3SV.00G,12 Tháng,Trung Quốc,Đang cập nhật,"sạc, sách..."
